시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
도림어울림센터,인천광역시,남동구,35300,"인천광역시 남동구 도림로 46, 19블럭(도림동)",인천광역시 남동구 도림동 669-18,37.4178752,126.7266717,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터,
만수5동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 만경로28번길 3,인천광역시 남동구 만수동 876,37.4577629,126.727742,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2016-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터,
만수3동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 서판로 11,인천광역시 남동구 만수동 847-1,37.4619204,126.7229941,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터,
간석1동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 구월로137번길 39(간석동),인천광역시 남동구 간석동 353-4,37.4585704,126.7052772,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-01-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터,
남동구도시관리공단,인천광역시,남동구,35300,인천광역시 남동구 만수로19번길 10,인천광역시 남동구 만수동 869-14,37.4591648,126.7310775,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-01-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터,
부개2동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 동수천로 104,,37.4947778,126.7371188,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2016-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
부평구보건소 별관,인천광역시,부평구,35400,인천광역시 부평구 부흥로 287,,37.4988926,126.7237704,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
청천2동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 마장로410번길 5,,37.5148352,126.7046417,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
부개1동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 동수로162번길 11,,37.4848161,126.7371248,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
동암역교통광장,인천광역시,부평구,35400,인천광역시 부평구 열우물로 34,,37.47138816,126.7016164,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-03-30,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
십정동열우물놀이공원,인천광역시,부평구,35400,인천광역시 부평구 열우물로101번길 13-2,,37.4752229,126.6959847,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-03-30,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
일신동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 경인로1148번길 6,,37.4843415,126.7468782,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-03-30,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
백운역 남광장,인천광역시,부평구,35400,인천광역시 부평구 마장로36번길 40-1(마장로36번길 35),,37.4840935899,126.709344743,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-05-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
금성아파트앞,인천광역시,부평구,35400,"인천광역시 부평구 경인로962번길 22(부평동, 금성아파트)","인천광역시 부평구 부평동 652-23, 금성아파트",37.4864040856,126.7260699686,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터,
효성체육문화센터,인천광역시,계양구,35500,인천광역시 계양구 마장로544번길 13(효성동),인천광역시 계양구 효성동 495-4,37.5268992,126.7068021,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2016-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
계산2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 주부토로 559(계산동),인천광역시 계양구 계산동 920,37.5441616,126.7280199,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
작전2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 봉오대로677번길 23(작전동),인천광역시 계양구 작전동 854-11,37.5328694,126.723866,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
계양여성회관,인천광역시,계양구,35500,인천광역시 계양구 봉오대로 628번길 10(효성동),인천광역시 계양구 효성동 293-7,37.5292214,126.7180643,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-09-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
계양3동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 양지로 31(동양동),인천광역시 계양구 동양동 607-2,37.5615784,126.7549009,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-03-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
작전서운동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 효서로 361(작전동),인천광역시 계양구 작전동 918-2,37.5280803,126.7364195,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-04-12,042-331-5136,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
계양2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 장제로 853(임학동),인천광역시 계양구 임학동 69-23,37.5437392,126.7370186,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-04-12,042-331-5136,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터,
검암경서동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 승학로 480,인천광역시 서구 검암동 606-8,37.5643752,126.6735889,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2016-06-13,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
간촌어린이공원,인천광역시,서구,35600,인천광역시 서구 간촌로 13,인천광역시 서구 연희동 707,37.54923549,126.6785831,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2017-09-15,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
석남1동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 가정로294번길 17,인천광역시 서구 석남동 465-3,37.5111455,126.6747555,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2017-09-15,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
가좌1동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 가정로112번길 10,인천광역시 서구 가좌동 145-19,37.4943353,126.6725139,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
천마산거북이마을커뮤니티센터,인천광역시,서구,35600,인천광역시 서구 길주로142번길 52,인천광역시 서구 석남동 561-3,37.501471,126.6773004,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
검단2지구2호어린이공원,인천광역시,서구,35600,인천광역시 서구 완정로45번길 3-2,인천광역시 서구 마전동 1023,37.59558221,126.6693523,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
경서동 쑥공원,인천광역시,서구,35600,인천광역시 서구 경서로45번길 4(경서로 53 쑥공원),,37.5562260,126.6534115,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2019-07-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
원당지구 제4호공원,인천광역시,서구,35600,인천광역시 서구 고산후로161번안길 14(원당동),인천광역시 서구 원당동 805-4,37.5993968,126.6979700,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2019-07-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터,
강화베이힐아파트,인천광역시,강화군,35700,인천광역시 강화군 강화대로 234-12,인천광역시 강화군 강화읍 갑곳리 1100 (강화베이힐),37.7424932,126.5031174,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"대상자핸드폰문자로 보관함번호와비밀번호가 전송되면  48시이내 무료, 24시간초가시마다 1,000원부과됨",대형/01+소형04,01/6+04/12,01/60+04/60,01/50+04/50,01/45+04/22.5,2016-07-07,1899-4711,인천광역시 강화군 사회복지과,032-930-3587,2019-09-01,AAAAAAA,공공데이터활용지원센터,
이마트 경산점,경상북도,경산시,47290,경상북도 경산시 옥산로 227,경상북도 경산시 중산동 623,35.8349104732,128.720089304,00:00,23:59,00:00,23:59,00:00,23:59,0,0,0,02,"택배주문 시 무인택배보관함으로 물품수령 장소 지정을 하여 택배기사가 수취인 정보 입력을 한 후, 택배기사가 물품 보관을 하면 수령인에게 도착안내 및 비밀번호가 문자로 발송이 되고 수령인은 보관함 비밀번호를 입력하여 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/2+04/7,01/53.6+02/53.6+03/53.6+04/53.6,01/56+02/56+03/56+04/45,01/50+02/35+03/50.2+04/25,2018-10-30,1522-0306,경산시청 여성가족과,053-810-5338,2019-09-04,5130000,경상북도 경산시,
진량읍사무소,경상북도,경산시,47290,경상북도 경산시 다문로 50,경상북도 경산시 진량읍 신상리 685-21,35.8739268045,128.816224196,00:00,23:59,00:00,23:59,00:00,23:59,0,0,0,02,"택배주문 시 무인택배보관함으로 물품수령 장소 지정을 하여 택배기사가 수취인 정보 입력을 한 후, 택배기사가 물품 보관을 하면 수령인에게 도착안내 및 비밀번호가 문자로 발송이 되고 수령인은 보관함 비밀번호를 입력하여 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/2+04/7,01/53.6+02/53.6+03/53.6+04/53.6,01/56+02/56+03/56+04/45,01/50+02/35+03/50.2+04/25,2018-10-30,1522-0306,경산시청 여성가족과,053-810-5338,2019-09-04,5130000,경상북도 경산시,
사창동주민센터,충청북도,청주시,43112,충청북도 청주시 서원구 내수동로 108,충청북도 청주시 서원구 사창동 409,36.6335957,127.4588962,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2016-02-22,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
용암1동 주민센터,충청북도,청주시,43111,충청북도 청주시 상당구 중흥로 29,충청북도 청주시 상당구 용암1동 1589,36.60883847,127.5012816,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2016-02-22,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
청원구청,충청북도,청주시,43114,충청북도 청주시 청원구 직지대로 871,충청북도 청주시 청원구 우암동 354-23,36.6515839,127.4866262,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2017-04-01,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
한국교원대 교육연구관,충청북도,청주시,43113,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도 청주시 흥덕구 강내면 다락리 산7,36.609069,127.359567,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2018-09-28,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
흥덕구청,충청북도,청주시,43113,충청북도 청주시 흥덕구 대농로 88,충청북도 청주시 흥덕구 복대동 288-26,36.64148014,127.4315244,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2017-04-01,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
흥덕도서관,충청북도,청주시,43113,충청북도 청주시 흥덕구 증안로90번길 34,충청북도 청주시 흥덕구 복대동 3025,36.63439533,127.4320574,09:00,23:00,09:00,23:00,09:00,23:00,48,24,1000,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/18,19,600,450,"225, 300, 450, 900",2017-04-01,1599-2740,하이스트시스템㈜,1599-2740,2019-07-18,5710000,충청북도 청주시,
논현1동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 학동로20길 25,,37.5115030798,127.028508,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2015-07-23,1899-4711,논현1동 주민센터,02-3423-7420,2019-10-10,3220000,서울특별시 강남구,
대치2동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 영동대로 65길 24,,37.5023060444,127.064157,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2017-06-01,1899-4711,대치2동 주민센터,02-3423-8420,2019-10-10,3220000,서울특별시 강남구,
대치4동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 도곡로77길 23,,37.499780,127.0578473913,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2014-05-30,1899-4711,대치4동 주민센터,02-3423-8520,2019-10-10,3220000,서울특별시 강남구,
도곡1동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 도곡로18길 57,,37.4883118354,127.0388786753,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2017-05-30,1899-4711,도곡1동 주민센터,02-3423-7470,2019-10-10,3220000,서울특별시 강남구,
도곡2동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 남부순환로378길 34-9,,37.483676,127.046448,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2013-06-01,1899-4711,도곡2동 주민센터,02-3423-7570,2019-10-10,3220000,서울특별시 강남구,
일원1동 주민센터,서울특별시,강남구,11680,서울특별시 강남구 양재대로55길 14,,37.4918534272,127.0880284367,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2018-05-29,1899-4711,일원1동 주민센터,02-3423-8370,2019-10-10,3220000,서울특별시 강남구,
